exposure	group	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
17460_51_MX1_Mx1	Sex-combined	overall	17460_51	Mx1	MX1	1	Wald ratio	0.023583460949464	0.0275650842266462	0.392243662468099	1.02386374982143	0.970014650360082	1.0807022118782
17460_51_MX1_Mx1	Sex-combined	rectal	17460_51	Mx1	MX1	1	Wald ratio	-0.0211332312404288	0.0431852986217458	0.6245856448124	0.979088510702617	0.899625767034203	1.06557009249539
17460_51_MX1_Mx1	Sex-combined	overall-HRC-EUR	17460_51	Mx1	MX1	1	Wald ratio	0.0162327718223583	0.0278713629402757	0.560285441258018	1.01636523906239	0.962332648582146	1.07343162543256
17460_51_MX1_Mx1	Male	colon	17460_51	Mx1	MX1	1	Wald ratio	-0.0379785604900459	0.0477794793261868	0.426688082619747	0.962733581206137	0.876668509868218	1.05724790835857
17460_51_MX1_Mx1	Male	rectal	17460_51	Mx1	MX1	1	Wald ratio	-0.0655436447166922	0.0572741194486983	0.252463995100162	0.93655817005161	0.837109059547019	1.04782190072709
17460_51_MX1_Mx1	Sex-combined	proximal	17460_51	Mx1	MX1	1	Wald ratio	0.0211332312404288	0.0431852986217458	0.6245856448124	1.02135811938226	0.938464777721161	1.1115733193111
17460_51_MX1_Mx1	Male	distal	17460_51	Mx1	MX1	1	Wald ratio	-0.00306278713629403	0.0609494640122511	0.95992216651063	0.996941898411395	0.884684905282261	1.12344309581162
17460_51_MX1_Mx1	Female	overall	17460_51	Mx1	MX1	1	Wald ratio	0.0551301684532925	0.0398162327718224	0.166170104682876	1.05667815188446	0.97735078559779	1.14244417984174
17460_51_MX1_Mx1	Sex-combined	distal	17460_51	Mx1	MX1	1	Wald ratio	0.0238897396630934	0.044104134762634	0.588048156696901	1.02417738552118	0.939361993506827	1.11665079518183
3415_61_IBSP_BSP	Female	rectal	3415_61	BSP	IBSP	1	Wald ratio	-0.0413135593220339	0.222457627118644	0.852668824833466	0.959528213756548	0.620437435572297	1.48394397276427
3415_61_IBSP_BSP	Female	proximal	3415_61	BSP	IBSP	1	Wald ratio	-0.0677966101694915	0.198093220338983	0.732165778114202	0.93445051198187	0.633776239087826	1.37776979553532
3415_61_IBSP_BSP	Male	overall	3415_61	BSP	IBSP	1	Wald ratio	-0.00211864406779661	0.130296610169492	0.987026838975122	0.997883598674409	0.772981626313483	1.28822166349858
3415_61_IBSP_BSP	Female	colon	3415_61	BSP	IBSP	1	Wald ratio	-0.00423728813559322	0.157838983050847	0.978582852792213	0.99577167650339	0.730810055557844	1.35679746629853
3415_61_IBSP_BSP	Sex-combined	early_onset	3415_61	BSP	IBSP	1	Wald ratio	-0.0974576271186441	0.209745762711864	0.642184652068255	0.907140778910043	0.601361323040979	1.36840259130773
3415_61_IBSP_BSP	Female	distal	3415_61	BSP	IBSP	1	Wald ratio	0.048728813559322	0.215042372881356	0.820734026124079	1.04993558383539	0.688834501878303	1.60033321094958
3415_61_IBSP_BSP	Male	proximal	3415_61	BSP	IBSP	1	Wald ratio	0.192796610169492	0.211864406779661	0.362822509783594	1.21263613057854	0.800548927596291	1.83684761105075
3415_61_IBSP_BSP	Sex-combined	colon	3415_61	BSP	IBSP	1	Wald ratio	0.0328389830508475	0.11228813559322	0.769940420143492	1.03338413348412	0.829239915090275	1.28778505219501
3415_61_IBSP_BSP	Sex-combined	overall	3415_61	BSP	IBSP	1	Wald ratio	0.038135593220339	0.0932203389830508	0.682472947499482	1.03887208734067	0.865388905647366	1.24713317539957
3415_61_IBSP_BSP	Sex-combined	rectal	3415_61	BSP	IBSP	1	Wald ratio	0.0190677966101695	0.145127118644068	0.895469281715805	1.01925074802066	0.7669134272168	1.35461455031611
3415_61_IBSP_BSP	Sex-combined	overall-HRC-EUR	3415_61	BSP	IBSP	1	Wald ratio	0.0434322033898305	0.0942796610169492	0.645032398539191	1.04438918586527	0.868180243390279	1.25636212048883
3415_61_IBSP_BSP	Male	colon	3415_61	BSP	IBSP	1	Wald ratio	0.0572033898305085	0.161016949152542	0.722392453302257	1.05887115211976	0.772294109611932	1.45178903067747
3415_61_IBSP_BSP	Male	rectal	3415_61	BSP	IBSP	1	Wald ratio	0.0466101694915254	0.192796610169492	0.808967497416257	1.04771349877398	0.718010427943867	1.52881285952441
3415_61_IBSP_BSP	Sex-combined	proximal	3415_61	BSP	IBSP	1	Wald ratio	0.0699152542372881	0.145127118644068	0.629982255832007	1.07241729458157	0.806917458134109	1.42527447153895
3415_61_IBSP_BSP	Male	distal	3415_61	BSP	IBSP	1	Wald ratio	-0.0370762711864407	0.205508474576271	0.856828842916402	0.963602637429788	0.644118295323481	1.44155204036757
3415_61_IBSP_BSP	Female	overall	3415_61	BSP	IBSP	1	Wald ratio	0.0741525423728814	0.133474576271186	0.578514721507944	1.07697107669031	0.829064247277122	1.39900701765491
3415_61_IBSP_BSP	Sex-combined	distal	3415_61	BSP	IBSP	1	Wald ratio	0	0.147245762711864	1	1	0.749310600194755	1.33456006059448
3719_2_CDKN1B_p27Kip1	Female	rectal	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.125103562551781	0.266777133388567	0.639109593532946	1.13326581088901	0.671810065597121	1.91168823436488
3719_2_CDKN1B_p27Kip1	Female	proximal	3719_2	p27Kip1	CDKN1B	1	Wald ratio	-0.111019055509528	0.23943661971831	0.642885756057052	0.894921695577654	0.559722121419619	1.43086151246677
3719_2_CDKN1B_p27Kip1	Male	overall	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.11930405965203	0.15824357912179	0.450893236171296	1.12671245400677	0.826253744895363	1.5364298943961
3719_2_CDKN1B_p27Kip1	Female	colon	3719_2	p27Kip1	CDKN1B	1	Wald ratio	-0.0737365368682684	0.191383595691798	0.700028951438436	0.928916396827789	0.638362877112213	1.35171656002146
3719_2_CDKN1B_p27Kip1	Sex-combined	early_onset	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.324772162386081	0.251864125932063	0.197233459347633	1.38371534766055	0.844608962977835	2.26692854004393
3719_2_CDKN1B_p27Kip1	Female	distal	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.115161557580779	0.259320629660315	0.656977908739927	1.12205469937217	0.674956606695273	1.86531509714013
3719_2_CDKN1B_p27Kip1	Male	proximal	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.366197183098592	0.255178127589064	0.151268594515522	1.44223959989159	0.874632092310493	2.37820574134278
3719_2_CDKN1B_p27Kip1	Sex-combined	colon	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.0629660314830157	0.135874067937034	0.64306719106424	1.06499066246347	0.815994926408852	1.38996588633945
3719_2_CDKN1B_p27Kip1	Sex-combined	overall	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.0414250207125104	0.113504556752278	0.715138649749131	1.04229500838448	0.834398719008092	1.30199011546262
3719_2_CDKN1B_p27Kip1	Sex-combined	rectal	3719_2	p27Kip1	CDKN1B	1	Wald ratio	-0.0190555095277548	0.176470588235294	0.914010588842397	0.981124898951395	0.69423978788414	1.38656136415943
3719_2_CDKN1B_p27Kip1	Sex-combined	overall-HRC-EUR	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.0331400165700083	0.114333057166529	0.771927113720444	1.03369526357441	0.826171602790326	1.29334619385041
3719_2_CDKN1B_p27Kip1	Male	colon	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.222866611433306	0.194697597348799	0.252341386568707	1.24965387307926	0.85321758720532	1.83028904457661
3719_2_CDKN1B_p27Kip1	Male	rectal	3719_2	p27Kip1	CDKN1B	1	Wald ratio	-0.122618061309031	0.236951118475559	0.60481936985334	0.88460146157172	0.555969271402172	1.40748740275031
3719_2_CDKN1B_p27Kip1	Sex-combined	proximal	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.102734051367026	0.174813587406794	0.556748629576672	1.10819664649869	0.786706071535384	1.56106562761631
3719_2_CDKN1B_p27Kip1	Male	distal	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.0397680198840099	0.249378624689312	0.873299822488457	1.0405693547916	0.638257109093715	1.69647085273973
3719_2_CDKN1B_p27Kip1	Female	overall	3719_2	p27Kip1	CDKN1B	1	Wald ratio	-0.0455675227837614	0.162386081193041	0.77900782318694	0.955455085406664	0.694999438089407	1.31351821339461
3719_2_CDKN1B_p27Kip1	Sex-combined	distal	3719_2	p27Kip1	CDKN1B	1	Wald ratio	0.0811930405965203	0.178956089478045	0.650042100820665	1.08458024437715	0.763714771862984	1.54025344255647
4125_52_AGER_sRAGE	Female	rectal	4125_52	sRAGE	AGER	1	Wald ratio	-0.0961021505376344	0.0669354838709677	0.151075492619171	0.908371220720671	0.796685168508808	1.03571436653956
4125_52_AGER_sRAGE	Female	proximal	4125_52	sRAGE	AGER	1	Wald ratio	-0.0420698924731183	0.0602150537634409	0.48476409084276	0.958802765134087	0.852065908415579	1.07891036755387
4125_52_AGER_sRAGE	Male	overall	4125_52	sRAGE	AGER	1	Wald ratio	-0.0926075268817204	0.0385752688172043	0.0163638860487921	0.911551189437653	0.845172057707683	0.98314368463491
4125_52_AGER_sRAGE	Female	colon	4125_52	sRAGE	AGER	1	Wald ratio	0.018010752688172	0.0487903225806452	0.712018899286083	1.01817392443765	0.925317571759357	1.12034848580003
4125_52_AGER_sRAGE	Sex-combined	early_onset	4125_52	sRAGE	AGER	1	Wald ratio	-0.059005376344086	0.0682795698924731	0.387492736570022	0.942701700854761	0.824619399253239	1.07769293033761
4125_52_AGER_sRAGE	Female	distal	4125_52	sRAGE	AGER	1	Wald ratio	0.0384408602150538	0.0676075268817204	0.569635451850685	1.03918926911076	0.910219142550572	1.18643333956797
4125_52_AGER_sRAGE	Male	proximal	4125_52	sRAGE	AGER	1	Wald ratio	0.00752688172043011	0.0676075268817204	0.911353074494374	1.00755527989985	0.882511136520394	1.15031708954598
4125_52_AGER_sRAGE	Sex-combined	colon	4125_52	sRAGE	AGER	1	Wald ratio	-0.0260752688172043	0.0346774193548387	0.452088353978641	0.974261755318921	0.910243611135969	1.04278234558827
4125_52_AGER_sRAGE	Sex-combined	overall	4125_52	sRAGE	AGER	1	Wald ratio	-0.0684139784946237	0.0274193548387097	0.0125922333332918	0.933873789877666	0.885010372256987	0.985435066931883
4125_52_AGER_sRAGE	Sex-combined	rectal	4125_52	sRAGE	AGER	1	Wald ratio	-0.101881720430108	0.0442204301075269	0.0212253736998874	0.903136367932814	0.828155977726793	0.984905405527313
4125_52_AGER_sRAGE	Sex-combined	overall-HRC-EUR	4125_52	sRAGE	AGER	1	Wald ratio	-0.0532258064516129	0.0290322580645161	0.0667530151696345	0.948165886333342	0.895718551252395	1.00368418935756
4125_52_AGER_sRAGE	Male	colon	4125_52	sRAGE	AGER	1	Wald ratio	-0.0696236559139785	0.0498655913978495	0.16264632460186	0.932744786843936	0.845894852391371	1.0285118001664
4125_52_AGER_sRAGE	Male	rectal	4125_52	sRAGE	AGER	1	Wald ratio	-0.0974462365591398	0.0598118279569892	0.103267833634915	0.907151111809913	0.806801656803616	1.01998196547862
4125_52_AGER_sRAGE	Sex-combined	proximal	4125_52	sRAGE	AGER	1	Wald ratio	-0.0155913978494624	0.0448924731182796	0.72836190247377	0.984529518758694	0.90160330986558	1.07508298017644
4125_52_AGER_sRAGE	Male	distal	4125_52	sRAGE	AGER	1	Wald ratio	-0.133064516129032	0.0631720430107527	0.0351710986233715	0.875408612311874	0.773459692835088	0.990795313070303
4125_52_AGER_sRAGE	Female	overall	4125_52	sRAGE	AGER	1	Wald ratio	-0.0508064516129032	0.0395161290322581	0.198542793686662	0.950462613236734	0.879626349503497	1.02700331756855
4125_52_AGER_sRAGE	Sex-combined	distal	4125_52	sRAGE	AGER	1	Wald ratio	-0.0545698924731183	0.0456989247311828	0.232431951116177	0.946892325898573	0.865766718446152	1.03561970879962
3305_6_DLL4_DLL4	Female	rectal	3305_6	DLL4	DLL4	1	Wald ratio	0.378363536518396	0.408566721581549	0.354406865417724	1.45989357104464	0.655453944874977	3.25162317725313
3305_6_DLL4_DLL4	Female	proximal	3305_6	DLL4	DLL4	1	Wald ratio	-0.407468423942889	0.387149917627677	0.292578341054578	0.665332459642091	0.311522951623963	1.42097806773395
3305_6_DLL4_DLL4	Male	overall	3305_6	DLL4	DLL4	1	Wald ratio	-0.297089511257551	0.249862712795167	0.234435342686305	0.742977504534622	0.455290123878529	1.21244793878237
3305_6_DLL4_DLL4	Female	colon	3305_6	DLL4	DLL4	1	Wald ratio	-0.218561230093355	0.306425041186161	0.47568386443181	0.803674268887577	0.440804280332131	1.46525875380639
3305_6_DLL4_DLL4	Sex-combined	early_onset	3305_6	DLL4	DLL4	1	Wald ratio	0.57386051619989	0.378912685337727	0.12990091032302	1.77510666876371	0.844670771509244	3.73045190122921
3305_6_DLL4_DLL4	Female	distal	3305_6	DLL4	DLL4	1	Wald ratio	-0.243272926963207	0.421746293245469	0.564059086959623	0.784057494136166	0.343044308203098	1.79203134816954
3305_6_DLL4_DLL4	Male	proximal	3305_6	DLL4	DLL4	1	Wald ratio	0.0208676551345415	0.410214168039539	0.95942899373796	1.02108690708554	0.456963338126935	2.28162389590191
3305_6_DLL4_DLL4	Sex-combined	colon	3305_6	DLL4	DLL4	1	Wald ratio	-0.170236133992312	0.214168039538715	0.426688082619747	0.84346562217428	0.554324240661126	1.28342620366257
3305_6_DLL4_DLL4	Sex-combined	overall	3305_6	DLL4	DLL4	1	Wald ratio	-0.241076331685887	0.177924217462932	0.175437224813711	0.785781644061468	0.554433837834921	1.11366361504037
3305_6_DLL4_DLL4	Sex-combined	rectal	3305_6	DLL4	DLL4	1	Wald ratio	-0.202635914332784	0.275672707303679	0.462303099291546	0.816575490742598	0.475706400537042	1.40169552339162
3305_6_DLL4_DLL4	Sex-combined	overall-HRC-EUR	3305_6	DLL4	DLL4	1	Wald ratio	-0.238879736408567	0.177924217462932	0.179403930222965	0.787509585408939	0.555653043144783	1.11611257197662
3305_6_DLL4_DLL4	Male	colon	3305_6	DLL4	DLL4	1	Wald ratio	-0.086216364634816	0.305875892366831	0.778045382646105	0.917395717755825	0.503720809564669	1.67079637564324
3305_6_DLL4_DLL4	Male	rectal	3305_6	DLL4	DLL4	1	Wald ratio	-0.57825370675453	0.384404173531027	0.132507815807539	0.560876967514508	0.264031758195608	1.19145884130807
3305_6_DLL4_DLL4	Sex-combined	proximal	3305_6	DLL4	DLL4	1	Wald ratio	-0.205381658429434	0.27951674903899	0.462477103428323	0.814336458720593	0.470841157746134	1.40842374777939
3305_6_DLL4_DLL4	Male	distal	3305_6	DLL4	DLL4	1	Wald ratio	-0.122460186710599	0.403075233388248	0.761269056230556	0.884741128696894	0.401524131454828	1.94948896837578
3305_6_DLL4_DLL4	Female	overall	3305_6	DLL4	DLL4	1	Wald ratio	-0.119714442613948	0.255354200988468	0.639200301455291	0.887173739563231	0.537832192916445	1.46342531097405
3305_6_DLL4_DLL4	Sex-combined	distal	3305_6	DLL4	DLL4	1	Wald ratio	-0.227896760021966	0.28390993959363	0.422143568169073	0.79620645592944	0.456411601547342	1.38897591190605
13102_1_FAM3D_FAM3D	Female	rectal	13102_1	FAM3D	FAM3D	1	Wald ratio	-0.0373150805917421	0.0741885625965997	0.614981012070327	0.963372547531906	0.832997478957818	1.11415303020997
13102_1_FAM3D_FAM3D	Female	proximal	13102_1	FAM3D	FAM3D	1	Wald ratio	0.106646058732612	0.0673437844998896	0.113283280772076	1.11254041082165	0.974970798307001	1.26952126962213
13102_1_FAM3D_FAM3D	Male	overall	13102_1	FAM3D	FAM3D	1	Wald ratio	-0.0262751159196291	0.0434974608081254	0.545803144663175	0.974067071384275	0.894464432640852	1.06075392707773
13102_1_FAM3D_FAM3D	Female	colon	13102_1	FAM3D	FAM3D	1	Wald ratio	0.130492382424376	0.0538750275999117	0.0154297809014173	1.13938926047665	1.02520985511122	1.26628502488272
13102_1_FAM3D_FAM3D	Sex-combined	early_onset	13102_1	FAM3D	FAM3D	1	Wald ratio	0.101788474276882	0.0715389710752926	0.154782686019713	1.10714925641046	0.962301075456583	1.27380038039409
13102_1_FAM3D_FAM3D	Female	distal	13102_1	FAM3D	FAM3D	1	Wald ratio	0.17288584676529	0.0739677633031574	0.0194228925896017	1.18873039991824	1.02830213623181	1.37418752125516
13102_1_FAM3D_FAM3D	Male	proximal	13102_1	FAM3D	FAM3D	1	Wald ratio	-0.0119231618458821	0.0713181717818503	0.867226325715905	0.988147637385396	0.859240191471389	1.13639441329934
13102_1_FAM3D_FAM3D	Sex-combined	colon	13102_1	FAM3D	FAM3D	1	Wald ratio	0.0375358798851844	0.0379774784720689	0.322970449706676	1.03824924867736	0.963772529061159	1.11848124933504
13102_1_FAM3D_FAM3D	Sex-combined	overall	13102_1	FAM3D	FAM3D	1	Wald ratio	0.0207551335835725	0.0311327003753588	0.504985075093846	1.02097201926688	0.960534902919491	1.08521185535021
13102_1_FAM3D_FAM3D	Sex-combined	rectal	13102_1	FAM3D	FAM3D	1	Wald ratio	-0.0459262530359903	0.0487966438507397	0.346614432503051	0.955112396233045	0.867996431953019	1.0509717043254
13102_1_FAM3D_FAM3D	Sex-combined	overall-HRC-EUR	13102_1	FAM3D	FAM3D	1	Wald ratio	0.0234047251048797	0.0317950982556856	0.461663081395618	1.02368076502283	0.961833743096506	1.08950462197766
13102_1_FAM3D_FAM3D	Male	colon	13102_1	FAM3D	FAM3D	1	Wald ratio	-0.0514462353720468	0.0538750275999117	0.339619149726745	0.949854717174861	0.854668769270455	1.05564168971504
13102_1_FAM3D_FAM3D	Male	rectal	13102_1	FAM3D	FAM3D	1	Wald ratio	-0.0624862000441599	0.0649149922720247	0.335755811008094	0.939426026761709	0.827191058289837	1.06688926447276
13102_1_FAM3D_FAM3D	Sex-combined	proximal	13102_1	FAM3D	FAM3D	1	Wald ratio	0.0496798410245087	0.0492382424376242	0.312989688696531	1.05093457637167	0.954252360057419	1.15741236809416
13102_1_FAM3D_FAM3D	Male	distal	13102_1	FAM3D	FAM3D	1	Wald ratio	-0.0953852947670567	0.0682269816736586	0.162095575046004	0.909022625325751	0.795240909951166	1.03908403480508
13102_1_FAM3D_FAM3D	Female	overall	13102_1	FAM3D	FAM3D	1	Wald ratio	0.0627069993376021	0.0446014572753367	0.159741765787491	1.06471483137343	0.975590981320473	1.16198047527272
13102_1_FAM3D_FAM3D	Sex-combined	distal	13102_1	FAM3D	FAM3D	1	Wald ratio	0.0287039081474939	0.049900640317951	0.565141680424794	1.02911983536051	0.933232095128203	1.13485985004293
9383_24_CHI3L2_CH3L2	Female	rectal	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.579132473622509	0.372801875732708	0.120313488483782	1.78448966719394	0.859367003822328	3.70552203908017
9383_24_CHI3L2_CH3L2	Female	proximal	9383_24	CH3L2	CHI3L2	1	Wald ratio	-0.302461899179367	0.339976553341149	0.373651071314403	0.738996644101146	0.379532159592353	1.43891901170991
9383_24_CHI3L2_CH3L2	Male	overall	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.118405627198124	0.22274325908558	0.595017649006293	1.12570063356609	0.727478262135075	1.7419103530214
9383_24_CHI3L2_CH3L2	Female	colon	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.00703399765533411	0.268464243845252	0.979097119280255	1.00705879432265	0.59502258255585	1.70441836151217
9383_24_CHI3L2_CH3L2	Sex-combined	early_onset	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.24736225087925	0.356389214536928	0.487632700406224	1.28064294279381	0.636888543540546	2.57509161306368
9383_24_CHI3L2_CH3L2	Female	distal	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.588511137162954	0.361078546307151	0.10312894789353	1.80130452255765	0.887627759524625	3.65547150612365
9383_24_CHI3L2_CH3L2	Male	proximal	9383_24	CH3L2	CHI3L2	1	Wald ratio	-0.318874560375146	0.364595545134818	0.381792637888231	0.726966734021527	0.355766084949842	1.48547220977636
9383_24_CHI3L2_CH3L2	Sex-combined	colon	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.105509964830012	0.189917936694021	0.578514721507944	1.11127717815586	0.765880450633864	1.61244090467118
9383_24_CHI3L2_CH3L2	Sex-combined	overall	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.201641266119578	0.159437280187573	0.205976780516933	1.22340905110544	0.895067805673366	1.67219700769007
9383_24_CHI3L2_CH3L2	Sex-combined	rectal	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.471277842907386	0.243845252051583	0.053274113369999	1.60204004130687	0.99336326990793	2.58367947728569
9383_24_CHI3L2_CH3L2	Sex-combined	overall-HRC-EUR	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.198124267291911	0.159437280187573	0.213997920652974	1.21911388038948	0.891925382438672	1.66632622259799
9383_24_CHI3L2_CH3L2	Male	colon	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.189917936694021	0.271981242672919	0.485004691630451	1.20915036670918	0.709520918807028	2.06060818019459
9383_24_CHI3L2_CH3L2	Male	rectal	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.416178194607268	0.325908558030481	0.201609867072315	1.51615601562627	0.80043289482686	2.87185731443103
9383_24_CHI3L2_CH3L2	Sex-combined	proximal	9383_24	CH3L2	CHI3L2	1	Wald ratio	-0.315357561547479	0.249706916764361	0.206621238864137	0.729527976476129	0.447184902217431	1.19013648676936
9383_24_CHI3L2_CH3L2	Male	distal	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.41031652989449	0.345838218053927	0.235448315465431	1.50729481348028	0.76527014445009	2.96880476942834
9383_24_CHI3L2_CH3L2	Female	overall	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.305978898007034	0.228604923798359	0.180746030045681	1.35795365071716	0.867545991318119	2.12557966488243
9383_24_CHI3L2_CH3L2	Sex-combined	distal	9383_24	CH3L2	CHI3L2	1	Wald ratio	0.500586166471278	0.248534583821805	0.0439936883382352	1.64968797912785	1.01354935385842	2.685089204703
3291_30_FCER2_CD23	Female	rectal	3291_30	CD23	FCER2	1	Wald ratio	-0.0910436713545522	0.0803108808290156	0.256945355055537	0.912977839049736	0.780006522012147	1.06861739110297
3291_30_FCER2_CD23	Female	proximal	3291_30	CD23	FCER2	1	Wald ratio	0.00259067357512953	0.0717986676535899	0.971216596768742	1.00259403226972	0.870981349567027	1.15409450965
3291_30_FCER2_CD23	Male	overall	3291_30	CD23	FCER2	1	Wald ratio	0.0447816432272391	0.0466321243523316	0.336895465095604	1.04579947757633	0.954452577144367	1.14588883040283
3291_30_FCER2_CD23	Female	colon	3291_30	CD23	FCER2	1	Wald ratio	-0.0144337527757217	0.0569948186528497	0.800077539846268	0.985669914465416	0.881488258329751	1.10216463021657
3291_30_FCER2_CD23	Sex-combined	early_onset	3291_30	CD23	FCER2	1	Wald ratio	0.0159141376757957	0.0743893412287195	0.830601373557975	1.01604144198099	0.878192930274339	1.17552780970386
3291_30_FCER2_CD23	Female	distal	3291_30	CD23	FCER2	1	Wald ratio	-0.00185048112509252	0.077720207253886	0.981004543302515	0.998151229959499	0.85711593683808	1.16239336482886
3291_30_FCER2_CD23	Male	proximal	3291_30	CD23	FCER2	1	Wald ratio	-0.0492227979274611	0.0766099185788305	0.520540750174322	0.951969009347105	0.819239966756863	1.10620212822975
3291_30_FCER2_CD23	Sex-combined	colon	3291_30	CD23	FCER2	1	Wald ratio	-0.0170244263508512	0.040340488527017	0.673011624647545	0.983119670315624	0.908380637557643	1.06400802284843
3291_30_FCER2_CD23	Sex-combined	overall	3291_30	CD23	FCER2	1	Wald ratio	0.00407105847520355	0.0333086602516654	0.902723027603871	1.00407935649051	0.940622004515637	1.07181774324909
3291_30_FCER2_CD23	Sex-combined	rectal	3291_30	CD23	FCER2	1	Wald ratio	-0.00222057735011103	0.0521835677276092	0.966057709443558	0.997781886307854	0.900774464033593	1.10523636314687
3291_30_FCER2_CD23	Sex-combined	overall-HRC-EUR	3291_30	CD23	FCER2	1	Wald ratio	0.00666173205033309	0.0340488527017024	0.844882420504495	1.0066839707426	0.941694827464331	1.07615820687777
3291_30_FCER2_CD23	Male	colon	3291_30	CD23	FCER2	1	Wald ratio	-0.0166543301258327	0.0577350111028868	0.772993467640966	0.983483586532204	0.878257935857808	1.10131651020441
3291_30_FCER2_CD23	Male	rectal	3291_30	CD23	FCER2	1	Wald ratio	0.0529237601776462	0.0695780903034789	0.446873138188279	1.05434925865489	0.919937729259639	1.20839957300237
3291_30_FCER2_CD23	Sex-combined	proximal	3291_30	CD23	FCER2	1	Wald ratio	-0.0188749074759437	0.0525536639526277	0.719479191214445	0.981302108122917	0.885254514049122	1.08777059266489
3291_30_FCER2_CD23	Male	distal	3291_30	CD23	FCER2	1	Wald ratio	0.0192450037009623	0.0736491487786825	0.793856129201419	1.01943138248488	0.882402191123329	1.1777399852918
3291_30_FCER2_CD23	Female	overall	3291_30	CD23	FCER2	1	Wald ratio	-0.0310880829015544	0.0481125092524056	0.518179726334666	0.969390182615338	0.882154029998382	1.06525311248957
3291_30_FCER2_CD23	Sex-combined	distal	3291_30	CD23	FCER2	1	Wald ratio	0.0077720207253886	0.0532938564026647	0.884052961004678	1.00780230127465	0.907842895594629	1.11876788746497
15540_6_VIM_Vimentin	Female	rectal	15540_6	Vimentin	VIM	1	Wald ratio	-0.636959370904325	0.285714285714286	0.0257901078108988	0.528898164723293	0.302111425542948	0.925927472438147
15540_6_VIM_Vimentin	Female	proximal	15540_6	Vimentin	VIM	1	Wald ratio	0.0943643512450852	0.252948885976409	0.709106025065804	1.09896008045516	0.669371902482017	1.80424851111295
15540_6_VIM_Vimentin	Male	overall	15540_6	Vimentin	VIM	1	Wald ratio	0.245085190039318	0.169069462647444	0.147166635305625	1.27773015845099	0.917327289821201	1.77972941166223
15540_6_VIM_Vimentin	Female	colon	15540_6	Vimentin	VIM	1	Wald ratio	-0.267365661861075	0.201834862385321	0.185278860719736	0.765393145207384	0.515322689937488	1.13681519981493
15540_6_VIM_Vimentin	Sex-combined	early_onset	15540_6	Vimentin	VIM	1	Wald ratio	-0.336828309305373	0.26867627785059	0.209966144851813	0.714031421930139	0.421711514396148	1.20898020115391
15540_6_VIM_Vimentin	Female	distal	15540_6	Vimentin	VIM	1	Wald ratio	-0.773263433813892	0.277850589777195	0.00538556740944348	0.461504518672615	0.267710102834903	0.795586040645581
15540_6_VIM_Vimentin	Male	proximal	15540_6	Vimentin	VIM	1	Wald ratio	0.146788990825688	0.27129750982962	0.588464296376372	1.15810956550252	0.680481850252437	1.97098242254498
15540_6_VIM_Vimentin	Sex-combined	colon	15540_6	Vimentin	VIM	1	Wald ratio	-0.0668414154652687	0.142857142857143	0.639863320665476	0.935343520592923	0.706917425540089	1.23758089687315
15540_6_VIM_Vimentin	Sex-combined	overall	15540_6	Vimentin	VIM	1	Wald ratio	0.00131061598951507	0.120576671035387	0.991327512502784	1.00131147522198	0.790555307759561	1.26825367000909
15540_6_VIM_Vimentin	Sex-combined	rectal	15540_6	Vimentin	VIM	1	Wald ratio	-0.115334207077326	0.18610747051114	0.535443258883731	0.891068292807794	0.618718516214693	1.28330198893204
15540_6_VIM_Vimentin	Sex-combined	overall-HRC-EUR	15540_6	Vimentin	VIM	1	Wald ratio	0.00131061598951507	0.120576671035387	0.991327512502784	1.00131147522198	0.790555307759561	1.26825367000909
15540_6_VIM_Vimentin	Male	colon	15540_6	Vimentin	VIM	1	Wald ratio	0.136304062909567	0.205766710353866	0.50770184474279	1.14603030593182	0.765674074969402	1.71533228700039
15540_6_VIM_Vimentin	Male	rectal	15540_6	Vimentin	VIM	1	Wald ratio	0.263433813892529	0.246395806028834	0.285002563883468	1.30139115807609	0.802918579214586	2.10932838043844
