sequence_id	direction_group	exposure	group
8093_13	positive	BMI	Male
8094_20	positive	BMI	Male
8098_37	positive	BMI	Male
8099_42	positive	BMI	Male
8100_15	positive	BMI	Male
8102_239	positive	BMI	Male
8104_21	positive	BMI	Male
8106_15	positive	BMI	Male
8107_12	positive	BMI	Male
8219_14	positive	BMI	Male
8221_19	positive	BMI	Male
8225_86	positive	BMI	Male
8229_1	negative	BMI	Male
8231_122	negative	BMI	Male
8235_48	negative	BMI	Male
8236_8	positive	BMI	Male
8237_56	positive	BMI	Male
8242_9	positive	BMI	Male
8243_55	positive	BMI	Male
8244_16	positive	BMI	Male
8245_27	negative	BMI	Male
8248_222	positive	BMI	Male
8249_124	positive	BMI	Male
8250_2	positive	BMI	Male
8253_2	positive	BMI	Male
8255_34	positive	BMI	Male
8258_22	positive	BMI	Male
8261_51	positive	BMI	Male
8263_64	positive	BMI	Male
8265_225	positive	BMI	Male
8268_98	positive	BMI	Male
8269_327	positive	BMI	Male
8272_22	positive	BMI	Male
8273_84	positive	BMI	Male
8274_64	positive	BMI	Male
8285_64	positive	BMI	Male
8288_27	positive	BMI	Male
8296_117	positive	BMI	Male
8297_8	positive	BMI	Male
8300_82	positive	BMI	Male
8304_50	positive	BMI	Male
8305_18	positive	BMI	Male
8306_54	positive	BMI	Male
8309_12	negative	BMI	Male
8310_6	negative	BMI	Male
8315_5	positive	BMI	Male
8318_13	positive	BMI	Male
8320_5	positive	BMI	Male
8321_27	positive	BMI	Male
8323_163	positive	BMI	Male
8325_37	positive	BMI	Male
8326_63	positive	BMI	Male
8327_26	positive	BMI	Male
8328_9	positive	BMI	Male
8336_267	positive	BMI	Male
8337_65	positive	BMI	Male
8340_9	positive	BMI	Male
8345_27	positive	BMI	Male
8347_222	positive	BMI	Male
8351_17	positive	BMI	Male
8352_26	positive	BMI	Male
8353_15	negative	BMI	Male
8355_80	positive	BMI	Male
8356_88	positive	BMI	Male
8357_43	positive	BMI	Male
8358_30	positive	BMI	Male
8360_169	positive	BMI	Male
8363_18	positive	BMI	Male
8364_74	negative	BMI	Male
8366_19	positive	BMI	Male
8367_142	positive	BMI	Male
8368_102	positive	BMI	Male
8369_102	positive	BMI	Male
8372_29	positive	BMI	Male
8374_5	negative	BMI	Male
8376_25	negative	BMI	Male
8378_3	positive	BMI	Male
8380_244	positive	BMI	Male
8383_20	positive	BMI	Male
8386_11	positive	BMI	Male
8388_24	positive	BMI	Male
8389_8	positive	BMI	Male
8390_25	positive	BMI	Male
8391_12	positive	BMI	Male
8394_56	positive	BMI	Male
8396_42	positive	BMI	Male
8398_277	positive	BMI	Male
8399_6	positive	BMI	Male
8400_74	positive	BMI	Male
8402_22	negative	BMI	Male
8403_18	positive	BMI	Male
8404_102	positive	BMI	Male
8405_108	positive	BMI	Male
8406_17	positive	BMI	Male
8409_3	positive	BMI	Male
8424_269	positive	BMI	Male
8427_118	positive	BMI	Male
8428_102	negative	BMI	Male
8429_16	positive	BMI	Male
8446_4	positive	BMI	Male
8447_11	negative	BMI	Male
8450_36	positive	BMI	Male
8459_10	positive	BMI	Male
8462_18	positive	BMI	Male
8464_31	negative	BMI	Male
8468_19	positive	BMI	Male
8469_41	negative	BMI	Male
8470_213	positive	BMI	Male
8476_11	negative	BMI	Male
8479_4	negative	BMI	Male
8480_29	positive	BMI	Male
8484_24	positive	BMI	Male
8485_7	positive	BMI	Male
8520_8	positive	BMI	Male
8529_1	positive	BMI	Male
8535_102	positive	BMI	Male
8565_160	positive	BMI	Male
8569_147	positive	BMI	Male
8587_21	positive	BMI	Male
8589_13	positive	BMI	Male
8597_1	positive	BMI	Male
8601_167	positive	BMI	Male
8631_13	positive	BMI	Male
8633_18	positive	BMI	Male
8635_283	positive	BMI	Male
8646_61	positive	BMI	Male
8653_132	positive	BMI	Male
8654_13	positive	BMI	Male
8659_68	positive	BMI	Male
8660_5	positive	BMI	Male
8664_36	positive	BMI	Male
8671_378	positive	BMI	Male
8681_93	positive	BMI	Male
8686_342	positive	BMI	Male
8687_26	positive	BMI	Male
8690_25	positive	BMI	Male
8696_15	positive	BMI	Male
8699_43	positive	BMI	Male
8700_325	positive	BMI	Male
8748_45	positive	BMI	Male
8749_194	positive	BMI	Male
8750_46	positive	BMI	Male
8754_5	positive	BMI	Male
8756_41	positive	BMI	Male
8758_2	positive	BMI	Male
8759_29	negative	BMI	Male
8760_10	positive	BMI	Male
8766_29	positive	BMI	Male
8767_44	positive	BMI	Male
8772_5	positive	BMI	Male
8773_172	negative	BMI	Male
8775_61	positive	BMI	Male
8776_10	positive	BMI	Male
8780_2	positive	BMI	Male
8784_7	positive	BMI	Male
8785_1	positive	BMI	Male
8791_151	positive	BMI	Male
8794_13	negative	BMI	Male
8795_48	positive	BMI	Male
8800_14	positive	BMI	Male
8803_61	positive	BMI	Male
8804_39	positive	BMI	Male
8807_13	positive	BMI	Male
8810_26	positive	BMI	Male
8811_24	positive	BMI	Male
8813_160	positive	BMI	Male
8814_33	negative	BMI	Male
8815_1	positive	BMI	Male
8817_29	positive	BMI	Male
8818_13	positive	BMI	Male
8825_4	positive	BMI	Male
8828_21	positive	BMI	Male
8832_55	positive	BMI	Male
8833_20	positive	BMI	Male
8834_58	positive	BMI	Male
8837_8	positive	BMI	Male
8838_10	positive	BMI	Male
8839_4	positive	BMI	Male
8840_61	positive	BMI	Male
8841_65	negative	BMI	Male
8842_16	positive	BMI	Male
8843_34	positive	BMI	Male
8845_2	positive	BMI	Male
8850_5	positive	BMI	Male
8852_10	positive	BMI	Male
8853_2	positive	BMI	Male
8858_21	positive	BMI	Male
8863_3	positive	BMI	Male
8864_59	positive	BMI	Male
8866_53	negative	BMI	Male
8867_18	positive	BMI	Male
8869_5	positive	BMI	Male
8870_38	positive	BMI	Male
8872_1	positive	BMI	Male
8874_53	positive	BMI	Male
8876_51	positive	BMI	Male
8877_22	positive	BMI	Male
8878_48	positive	BMI	Male
8882_1	positive	BMI	Male
8885_6	negative	BMI	Male
8887_21	positive	BMI	Male
8888_33	positive	BMI	Male
8889_5	positive	BMI	Male
8890_9	negative	BMI	Male
8891_7	positive	BMI	Male
8892_14	positive	BMI	Male
8893_29	positive	BMI	Male
8894_80	positive	BMI	Male
8897_3	positive	BMI	Male
8899_75	positive	BMI	Male
8903_1	positive	BMI	Male
8905_20	positive	BMI	Male
8906_60	positive	BMI	Male
8907_11	positive	BMI	Male
8908_14	negative	BMI	Male
8909_77	positive	BMI	Male
8913_22	positive	BMI	Male
8916_32	positive	BMI	Male
8918_64	positive	BMI	Male
8921_139	positive	BMI	Male
8922_4	positive	BMI	Male
8923_94	positive	BMI	Male
8924_55	positive	BMI	Male
8925_25	positive	BMI	Male
8927_6	positive	BMI	Male
8929_7	positive	BMI	Male
8931_124	positive	BMI	Male
8932_1	positive	BMI	Male
8933_84	positive	BMI	Male
8935_22	positive	BMI	Male
8941_4	positive	BMI	Male
8945_7	positive	BMI	Male
8946_38	positive	BMI	Male
8948_13	positive	BMI	Male
8950_4	positive	BMI	Male
8951_162	positive	BMI	Male
8953_47	positive	BMI	Male
8954_30	positive	BMI	Male
8955_60	positive	BMI	Male
8956_96	negative	BMI	Male
8957_72	positive	BMI	Male
8958_51	negative	BMI	Male
8959_61	positive	BMI	Male
8960_3	positive	BMI	Male
8962_48	positive	BMI	Male
8963_8	positive	BMI	Male
8967_6	positive	BMI	Male
8969_49	positive	BMI	Male
8970_9	positive	BMI	Male
8974_172	positive	BMI	Male
8975_26	positive	BMI	Male
8976_13	positive	BMI	Male
8978_30	positive	BMI	Male
8980_19	positive	BMI	Male
8982_65	positive	BMI	Male
8983_7	positive	BMI	Male
8985_13	positive	BMI	Male
8989_40	positive	BMI	Male
8990_42	positive	BMI	Male
8991_115	positive	BMI	Male
8992_1	positive	BMI	Male
8993_151	positive	BMI	Male
8994_65	positive	BMI	Male
8998_15	positive	BMI	Male
8999_19	positive	BMI	Male
9000_177	positive	BMI	Male
9002_36	negative	BMI	Male
9004_24	positive	BMI	Male
9005_16	positive	BMI	Male
9008_6	positive	BMI	Male
9012_1	positive	BMI	Male
9014_18	positive	BMI	Male
9016_12	positive	BMI	Male
9018_38	negative	BMI	Male
9021_1	positive	BMI	Male
9022_49	positive	BMI	Male
9025_5	positive	BMI	Male
9026_40	positive	BMI	Male
9027_10	positive	BMI	Male
9028_5	positive	BMI	Male
9030_56	positive	BMI	Male
9032_30	positive	BMI	Male
9035_2	positive	BMI	Male
9037_1	positive	BMI	Male
9038_12	positive	BMI	Male
9039_47	positive	BMI	Male
9040_144	positive	BMI	Male
9043_7	positive	BMI	Male
9044_1	positive	BMI	Male
9045_3	positive	BMI	Male
9049_2	positive	BMI	Male
9050_170	positive	BMI	Male
9051_13	positive	BMI	Male
9053_16	positive	BMI	Male
9055_81	positive	BMI	Male
9057_19	positive	BMI	Male
9058_1	positive	BMI	Male
9059_14	positive	BMI	Male
9060_27	positive	BMI	Male
9061_3	positive	BMI	Male
9064_12	positive	BMI	Male
9068_17	positive	BMI	Male
9070_1	positive	BMI	Male
9074_6	positive	BMI	Male
9075_121	positive	BMI	Male
9076_25	positive	BMI	Male
9077_10	positive	BMI	Male
9078_207	positive	BMI	Male
9081_39	positive	BMI	Male
9082_25	positive	BMI	Male
9087_8	positive	BMI	Male
9089_77	positive	BMI	Male
9090_9	positive	BMI	Male
9092_33	positive	BMI	Male
9094_5	positive	BMI	Male
9095_5	positive	BMI	Male
9097_5	positive	BMI	Male
9099_19	positive	BMI	Male
9100_32	negative	BMI	Male
9102_28	positive	BMI	Male
9106_87	positive	BMI	Male
9107_59	positive	BMI	Male
9110_2	positive	BMI	Male
9111_40	positive	BMI	Male
9114_84	positive	BMI	Male
9115_78	positive	BMI	Male
9116_28	positive	BMI	Male
9117_4	positive	BMI	Male
9118_7	negative	BMI	Male
9121_28	positive	BMI	Male
9123_18	positive	BMI	Male
9125_23	positive	BMI	Male
9126_171	positive	BMI	Male
9127_4	positive	BMI	Male
9128_34	positive	BMI	Male
9168_31	positive	BMI	Male
9170_24	positive	BMI	Male
9171_11	positive	BMI	Male
9172_69	positive	BMI	Male
9173_21	positive	BMI	Male
9175_48	positive	BMI	Male
9176_3	positive	BMI	Male
9178_30	positive	BMI	Male
9180_6	positive	BMI	Male
9185_15	negative	BMI	Male
9187_2	positive	BMI	Male
9188_119	positive	BMI	Male
9190_7	positive	BMI	Male
9196_8	positive	BMI	Male
9197_4	positive	BMI	Male
9199_6	positive	BMI	Male
9201_13	positive	BMI	Male
9202_309	positive	BMI	Male
9204_33	positive	BMI	Male
9207_60	positive	BMI	Male
9211_19	positive	BMI	Male
9212_22	negative	BMI	Male
9213_24	positive	BMI	Male
9215_117	positive	BMI	Male
9216_100	positive	BMI	Male
9219_70	positive	BMI	Male
9220_7	positive	BMI	Male
9221_6	positive	BMI	Male
9223_11	positive	BMI	Male
9226_6	positive	BMI	Male
9229_9	positive	BMI	Male
9231_23	negative	BMI	Male
9233_71	positive	BMI	Male
9234_8	positive	BMI	Male
9235_3	positive	BMI	Male
9241_40	positive	BMI	Male
9243_10	positive	BMI	Male
9244_27	positive	BMI	Male
9248_36	positive	BMI	Male
9249_17	positive	BMI	Male
9251_28	positive	BMI	Male
9254_18	positive	BMI	Male
9255_5	positive	BMI	Male
9256_78	negative	BMI	Male
9257_14	positive	BMI	Male
9263_57	positive	BMI	Male
9264_11	positive	BMI	Male
9265_10	positive	BMI	Male
9266_1	positive	BMI	Male
9267_2	negative	BMI	Male
9271_101	positive	BMI	Male
9275_2	positive	BMI	Male
9276_7	positive	BMI	Male
9278_9	positive	BMI	Male
9282_12	negative	BMI	Male
9283_8	positive	BMI	Male
9287_6	positive	BMI	Male
9290_8	positive	BMI	Male
9294_45	positive	BMI	Male
9296_15	negative	BMI	Male
9297_12	negative	BMI	Male
9302_90	positive	BMI	Male
9306_7	positive	BMI	Male
9310_2	positive	BMI	Male
9312_8	negative	BMI	Male
9313_27	negative	BMI	Male
9315_16	positive	BMI	Male
9316_67	positive	BMI	Male
9317_4	positive	BMI	Male
9319_59	positive	BMI	Male
9321_400	positive	BMI	Male
9322_15	positive	BMI	Male
9327_3	positive	BMI	Male
9329_28	positive	BMI	Male
9332_6	positive	BMI	Male
9333_59	positive	BMI	Male
9335_28	positive	BMI	Male
9337_43	positive	BMI	Male
9339_204	positive	BMI	Male
9340_17	positive	BMI	Male
9341_1	positive	BMI	Male
9343_16	positive	BMI	Male
9345_436	positive	BMI	Male
9348_1	positive	BMI	Male
9350_3	positive	BMI	Male
9357_4	positive	BMI	Male
9359_9	negative	BMI	Male
9360_33	negative	BMI	Male
9361_7	positive	BMI	Male
9363_11	positive	BMI	Male
9365_91	positive	BMI	Male
9366_54	positive	BMI	Male
9368_64	positive	BMI	Male
9369_174	positive	BMI	Male
9370_69	positive	BMI	Male
9372_157	positive	BMI	Male
9374_24	positive	BMI	Male
9378_6	positive	BMI	Male
9379_248	positive	BMI	Male
9383_24	positive	BMI	Male
9391_60	positive	BMI	Male
9392_43	positive	BMI	Male
9398_30	positive	BMI	Male
9401_57	positive	BMI	Male
9402_18	positive	BMI	Male
9409_11	positive	BMI	Male
9412_52	positive	BMI	Male
9416_77	positive	BMI	Male
9444_70	positive	BMI	Male
9445_44	positive	BMI	Male
9449_150	positive	BMI	Male
9450_18	positive	BMI	Male
9451_20	positive	BMI	Male
9453_12	positive	BMI	Male
9457_3	positive	BMI	Male
9459_7	positive	BMI	Male
9468_8	positive	BMI	Male
9470_15	positive	BMI	Male
9474_22	positive	BMI	Male
9478_69	positive	BMI	Male
9482_110	positive	BMI	Male
9484_75	negative	BMI	Male
9486_13	positive	BMI	Male
9490_3	positive	BMI	Male
9495_10	positive	BMI	Male
9503_1	positive	BMI	Male
9504_19	positive	BMI	Male
9509_4	positive	BMI	Male
9511_61	negative	BMI	Male
9513_9	positive	BMI	Male
9518_95	positive	BMI	Male
9522_3	positive	BMI	Male
9523_34	positive	BMI	Male
9524_46	positive	BMI	Male
9525_1	positive	BMI	Male
9526_3	positive	BMI	Male
9531_24	positive	BMI	Male
9536_16	positive	BMI	Male
9541_15	positive	BMI	Male
9543_131	positive	BMI	Male
9544_24	positive	BMI	Male
9545_156	positive	BMI	Male
9547_29	positive	BMI	Male
9550_153	positive	BMI	Male
9557_5	negative	BMI	Male
9561_21	positive	BMI	Male
9565_6	positive	BMI	Male
9568_289	positive	BMI	Male
9573_108	positive	BMI	Male
9574_11	positive	BMI	Male
9576_58	positive	BMI	Male
9577_26	positive	BMI	Male
9578_263	positive	BMI	Male
9579_59	positive	BMI	Male
9580_5	positive	BMI	Male
9581_4	positive	BMI	Male
9582_93	positive	BMI	Male
9583_17	positive	BMI	Male
9585_80	positive	BMI	Male
9590_10	positive	BMI	Male
9594_30	negative	BMI	Male
9595_11	negative	BMI	Male
9598_23	positive	BMI	Male
9599_6	negative	BMI	Male
9600_55	positive	BMI	Male
9607_39	positive	BMI	Male
9609_25	positive	BMI	Male
9638_2	positive	BMI	Male
9713_67	positive	BMI	Male
9715_15	positive	BMI	Male
9719_145	positive	BMI	Male
9723_105	positive	BMI	Male
9728_4	positive	BMI	Male
9730_22	positive	BMI	Male
9735_44	positive	BMI	Male
9738_7	positive	BMI	Male
9739_4	positive	BMI	Male
9742_59	positive	BMI	Male
9745_20	positive	BMI	Male
9747_48	positive	BMI	Male
9748_31	positive	BMI	Male
9751_72	positive	BMI	Male
9753_17	positive	BMI	Male
9757_29	positive	BMI	Male
9758_17	positive	BMI	Male
9759_13	positive	BMI	Male
9762_14	positive	BMI	Male
9764_79	positive	BMI	Male
9765_4	positive	BMI	Male
9767_22	positive	BMI	Male
9769_48	negative	BMI	Male
9772_153	positive	BMI	Male
9773_15	positive	BMI	Male
9774_59	positive	BMI	Male
9778_45	positive	BMI	Male
9779_63	positive	BMI	Male
9783_75	positive	BMI	Male
9786_310	positive	BMI	Male
9789_52	positive	BMI	Male
9790_28	positive	BMI	Male
9793_145	negative	BMI	Male
9794_17	positive	BMI	Male
9796_4	positive	BMI	Male
9800_20	positive	BMI	Male
9802_27	positive	BMI	Male
9805_51	negative	BMI	Male
9808_41	positive	BMI	Male
9815_5	positive	BMI	Male
9816_37	positive	BMI	Male
9819_110	positive	BMI	Male
9823_2	positive	BMI	Male
9826_135	positive	BMI	Male
9828_86	positive	BMI	Male
9829_91	positive	BMI	Male
9830_109	positive	BMI	Male
9831_12	positive	BMI	Male
9832_33	positive	BMI	Male
9834_62	positive	BMI	Male
9835_16	positive	BMI	Male
9836_20	positive	BMI	Male
9838_4	positive	BMI	Male
9839_148	positive	BMI	Male
9840_2	negative	BMI	Male
9841_197	positive	BMI	Male
9843_5	positive	BMI	Male
9844_138	positive	BMI	Male
9846_32	positive	BMI	Male
9847_21	positive	BMI	Male
9848_22	positive	BMI	Male
9849_13	positive	BMI	Male
9850_38	positive	BMI	Male
9853_3	positive	BMI	Male
9855_10	positive	BMI	Male
9856_22	positive	BMI	Male
9859_180	positive	BMI	Male
9863_1	positive	BMI	Male
9865_40	positive	BMI	Male
9867_23	positive	BMI	Male
9869_28	positive	BMI	Male
9870_17	positive	BMI	Male
9872_23	positive	BMI	Male
9873_17	positive	BMI	Male
9874_28	positive	BMI	Male
9875_107	positive	BMI	Male
9877_28	positive	BMI	Male
9880_33	positive	BMI	Male
9886_28	positive	BMI	Male
9893_27	positive	BMI	Male
9894_13	positive	BMI	Male
9895_77	positive	BMI	Male
9896_21	positive	BMI	Male
9897_9	positive	BMI	Male
9898_161	positive	BMI	Male
9899_28	positive	BMI	Male
9900_36	positive	BMI	Male
9901_28	positive	BMI	Male
9906_21	positive	BMI	Male
9907_216	positive	BMI	Male
9910_9	positive	BMI	Male
9913_4	positive	BMI	Male
9918_23	positive	BMI	Male
9923_6	positive	BMI	Male
9925_56	positive	BMI	Male
9926_4	positive	BMI	Male
9927_96	positive	BMI	Male
9928_125	positive	BMI	Male
9929_16	positive	BMI	Male
9930_48	positive	BMI	Male
9931_20	positive	BMI	Male
9932_49	positive	BMI	Male
9933_49	negative	BMI	Male
9934_29	positive	BMI	Male
9936_27	positive	BMI	Male
9937_7	positive	BMI	Male
9941_70	positive	BMI	Male
9942_2	positive	BMI	Male
9947_22	positive	BMI	Male
9950_229	positive	BMI	Male
9951_36	positive	BMI	Male
9952_57	positive	BMI	Male
9954_2	positive	BMI	Male
9955_40	positive	BMI	Male
9956_7	positive	BMI	Male
9957_9	positive	BMI	Male
9959_60	positive	BMI	Male
9960_2	positive	BMI	Male
9962_1	positive	BMI	Male
9963_19	positive	BMI	Male
9964_10	positive	BMI	Male
9969_8	positive	BMI	Male
9970_7	positive	BMI	Male
9971_5	positive	BMI	Male
9974_8	positive	BMI	Male
9981_18	positive	BMI	Male
9983_97	positive	BMI	Male
9984_12	positive	BMI	Male
9986_14	positive	BMI	Male
9989_12	positive	BMI	Male
9993_11	positive	BMI	Male
9994_217	positive	BMI	Male
9995_6	positive	BMI	Male
9997_12	positive	BMI	Male
9999_1	positive	BMI	Male
