sequence_id	direction_group	exposure	group
4840_73	positive	whradjbmi	Sex-combined
5227_60	positive	whradjbmi	Sex-combined
2871_73	negative	whradjbmi	Sex-combined
17789_1	positive	whradjbmi	Sex-combined
6039_24	positive	whradjbmi	Sex-combined
12756_3	positive	whradjbmi	Sex-combined
9931_20	positive	whradjbmi	Sex-combined
19281_86	positive	whradjbmi	Sex-combined
7082_2	positive	whradjbmi	Sex-combined
15476_6	positive	whradjbmi	Sex-combined
5801_72	positive	whradjbmi	Sex-combined
3585_54	negative	whradjbmi	Sex-combined
4429_51	positive	whradjbmi	Sex-combined
7064_2	positive	whradjbmi	Sex-combined
13429_3	negative	whradjbmi	Sex-combined
6478_2	positive	whradjbmi	Sex-combined
14005_2	positive	whradjbmi	Sex-combined
10842_7	positive	whradjbmi	Sex-combined
11542_11	positive	whradjbmi	Sex-combined
8390_25	positive	whradjbmi	Sex-combined
5631_83	positive	whradjbmi	Sex-combined
9880_33	positive	whradjbmi	Sex-combined
18891_98	positive	whradjbmi	Sex-combined
12650_43	positive	whradjbmi	Sex-combined
6556_5	positive	whradjbmi	Sex-combined
11205_10	positive	whradjbmi	Sex-combined
6600_70	positive	whradjbmi	Sex-combined
10440_26	negative	whradjbmi	Sex-combined
17403_14	positive	whradjbmi	Sex-combined
6049_64	negative	whradjbmi	Sex-combined
13671_40	negative	whradjbmi	Sex-combined
5627_53	positive	whradjbmi	Sex-combined
6351_55	positive	whradjbmi	Sex-combined
8863_3	positive	whradjbmi	Sex-combined
18232_42	positive	whradjbmi	Sex-combined
7148_42	positive	whradjbmi	Sex-combined
6398_12	positive	whradjbmi	Sex-combined
12374_8	positive	whradjbmi	Sex-combined
9060_27	positive	whradjbmi	Sex-combined
12716_3	positive	whradjbmi	Sex-combined
8870_38	positive	whradjbmi	Sex-combined
15545_13	positive	whradjbmi	Sex-combined
13378_80	positive	whradjbmi	Sex-combined
9916_146	negative	whradjbmi	Sex-combined
15395_15	positive	whradjbmi	Sex-combined
4718_5	positive	whradjbmi	Sex-combined
17158_17	positive	whradjbmi	Sex-combined
16923_20	positive	whradjbmi	Sex-combined
3284_75	positive	whradjbmi	Sex-combined
16760_2	positive	whradjbmi	Sex-combined
5253_1	positive	whradjbmi	Sex-combined
17380_2	positive	whradjbmi	Sex-combined
12875_28	positive	whradjbmi	Sex-combined
13578_98	positive	whradjbmi	Sex-combined
6593_5	positive	whradjbmi	Sex-combined
11198_37	positive	whradjbmi	Sex-combined
2719_3	positive	whradjbmi	Sex-combined
19170_25	positive	whradjbmi	Sex-combined
5354_11	positive	whradjbmi	Sex-combined
7747_47	positive	whradjbmi	Sex-combined
14013_11	positive	whradjbmi	Sex-combined
9774_59	positive	whradjbmi	Sex-combined
16913_8	positive	whradjbmi	Sex-combined
12367_52	positive	whradjbmi	Sex-combined
19258_24	positive	whradjbmi	Sex-combined
7184_13	positive	whradjbmi	Sex-combined
4997_19	positive	whradjbmi	Sex-combined
8832_55	positive	whradjbmi	Sex-combined
8275_31	negative	whradjbmi	Sex-combined
12594_5	positive	whradjbmi	Sex-combined
12768_3	positive	whradjbmi	Sex-combined
6622_90	positive	whradjbmi	Sex-combined
15441_6	negative	whradjbmi	Sex-combined
7019_13	positive	whradjbmi	Sex-combined
8960_3	positive	whradjbmi	Sex-combined
5719_66	positive	whradjbmi	Sex-combined
8016_19	positive	whradjbmi	Sex-combined
16810_3	positive	whradjbmi	Sex-combined
3628_3	negative	whradjbmi	Sex-combined
8837_8	positive	whradjbmi	Sex-combined
14618_26	negative	whradjbmi	Sex-combined
13039_1	positive	whradjbmi	Sex-combined
9215_117	positive	whradjbmi	Sex-combined
15465_79	positive	whradjbmi	Sex-combined
12352_70	positive	whradjbmi	Sex-combined
9829_91	positive	whradjbmi	Sex-combined
4876_32	positive	whradjbmi	Sex-combined
16883_57	positive	whradjbmi	Sex-combined
12864_9	positive	whradjbmi	Sex-combined
5468_67	positive	whradjbmi	Sex-combined
5707_55	positive	whradjbmi	Sex-combined
19114_8	positive	whradjbmi	Sex-combined
8907_11	positive	whradjbmi	Sex-combined
12699_28	positive	whradjbmi	Sex-combined
7742_11	positive	whradjbmi	Sex-combined
7189_55	positive	whradjbmi	Sex-combined
3173_49	positive	whradjbmi	Sex-combined
6304_8	positive	whradjbmi	Sex-combined
12471_47	positive	whradjbmi	Sex-combined
3322_52	positive	whradjbmi	Sex-combined
13229_20	positive	whradjbmi	Sex-combined
14603_51	positive	whradjbmi	Sex-combined
8097_77	positive	whradjbmi	Sex-combined
6923_1	positive	whradjbmi	Sex-combined
17140_57	positive	whradjbmi	Sex-combined
13509_5	positive	whradjbmi	Sex-combined
15504_39	positive	whradjbmi	Sex-combined
12743_18	positive	whradjbmi	Sex-combined
5669_26	positive	whradjbmi	Sex-combined
8601_167	positive	whradjbmi	Sex-combined
9524_46	positive	whradjbmi	Sex-combined
13634_209	positive	whradjbmi	Sex-combined
8243_55	positive	whradjbmi	Sex-combined
2925_9	positive	whradjbmi	Sex-combined
9412_52	positive	whradjbmi	Sex-combined
18832_65	negative	whradjbmi	Sex-combined
8258_22	positive	whradjbmi	Sex-combined
9826_135	positive	whradjbmi	Sex-combined
8043_153	positive	whradjbmi	Sex-combined
5900_11	positive	whradjbmi	Sex-combined
5483_1	positive	whradjbmi	Sex-combined
9128_34	positive	whradjbmi	Sex-combined
18330_7	positive	whradjbmi	Sex-combined
11490_42	positive	whradjbmi	Sex-combined
14131_37	negative	whradjbmi	Sex-combined
4420_7	positive	whradjbmi	Sex-combined
19274_80	positive	whradjbmi	Sex-combined
2870_29	positive	whradjbmi	Sex-combined
10945_11	positive	whradjbmi	Sex-combined
9896_21	positive	whradjbmi	Sex-combined
19187_21	positive	whradjbmi	Sex-combined
15604_18	positive	whradjbmi	Sex-combined
11653_69	positive	whradjbmi	Sex-combined
9207_60	positive	whradjbmi	Sex-combined
7181_17	positive	whradjbmi	Sex-combined
9907_216	positive	whradjbmi	Sex-combined
13113_7	negative	whradjbmi	Sex-combined
3894_15	positive	whradjbmi	Sex-combined
11137_43	positive	whradjbmi	Sex-combined
5676_54	positive	whradjbmi	Sex-combined
2790_54	positive	whradjbmi	Sex-combined
18396_10	positive	whradjbmi	Sex-combined
8060_7	positive	whradjbmi	Sex-combined
8409_3	positive	whradjbmi	Sex-combined
9211_19	positive	whradjbmi	Sex-combined
18897_31	positive	whradjbmi	Sex-combined
19325_21	positive	whradjbmi	Sex-combined
14082_56	positive	whradjbmi	Sex-combined
12460_18	positive	whradjbmi	Sex-combined
5680_54	negative	whradjbmi	Sex-combined
4544_4	positive	whradjbmi	Sex-combined
7655_11	negative	whradjbmi	Sex-combined
2654_19	negative	whradjbmi	Sex-combined
3835_11	positive	whradjbmi	Sex-combined
4496_60	positive	whradjbmi	Sex-combined
9925_56	positive	whradjbmi	Sex-combined
11424_4	positive	whradjbmi	Sex-combined
10643_16	positive	whradjbmi	Sex-combined
9889_42	positive	whradjbmi	Sex-combined
17727_1	positive	whradjbmi	Sex-combined
13686_2	positive	whradjbmi	Sex-combined
13977_28	positive	whradjbmi	Sex-combined
8916_32	positive	whradjbmi	Sex-combined
9910_9	positive	whradjbmi	Sex-combined
9506_10	positive	whradjbmi	Sex-combined
8785_1	positive	whradjbmi	Sex-combined
9863_1	positive	whradjbmi	Sex-combined
15455_40	positive	whradjbmi	Sex-combined
6578_29	positive	whradjbmi	Sex-combined
18165_181	positive	whradjbmi	Sex-combined
12018_84	positive	whradjbmi	Sex-combined
11816_84	positive	whradjbmi	Sex-combined
13441_30	positive	whradjbmi	Sex-combined
13986_6	positive	whradjbmi	Sex-combined
19224_5	positive	whradjbmi	Sex-combined
12439_67	positive	whradjbmi	Sex-combined
3389_7	positive	whradjbmi	Sex-combined
10716_35	positive	whradjbmi	Sex-combined
6574_11	negative	whradjbmi	Sex-combined
3640_14	positive	whradjbmi	Sex-combined
6439_59	positive	whradjbmi	Sex-combined
8102_239	positive	whradjbmi	Sex-combined
8750_46	positive	whradjbmi	Sex-combined
3079_62	positive	whradjbmi	Sex-combined
6572_10	positive	whradjbmi	Sex-combined
15422_12	positive	whradjbmi	Sex-combined
7203_125	positive	whradjbmi	Sex-combined
12358_6	positive	whradjbmi	Sex-combined
17387_27	positive	whradjbmi	Sex-combined
3497_13	positive	whradjbmi	Sex-combined
8700_325	positive	whradjbmi	Sex-combined
3043_49	positive	whradjbmi	Sex-combined
13421_17	positive	whradjbmi	Sex-combined
18202_22	positive	whradjbmi	Sex-combined
3488_64	positive	whradjbmi	Sex-combined
11229_16	positive	whradjbmi	Sex-combined
11568_2	positive	whradjbmi	Sex-combined
18458_4	positive	whradjbmi	Sex-combined
3902_21	positive	whradjbmi	Sex-combined
5671_1	positive	whradjbmi	Sex-combined
11350_30	positive	whradjbmi	Sex-combined
11608_5	positive	whradjbmi	Sex-combined
15394_79	negative	whradjbmi	Sex-combined
12424_107	positive	whradjbmi	Sex-combined
12691_44	positive	whradjbmi	Sex-combined
12869_68	positive	whradjbmi	Sex-combined
11135_5	positive	whradjbmi	Sex-combined
3431_54	positive	whradjbmi	Sex-combined
8925_25	positive	whradjbmi	Sex-combined
8646_61	positive	whradjbmi	Sex-combined
5617_41	positive	whradjbmi	Sex-combined
8070_88	positive	whradjbmi	Sex-combined
8803_61	positive	whradjbmi	Sex-combined
7773_20	negative	whradjbmi	Sex-combined
15494_11	negative	whradjbmi	Sex-combined
19153_53	positive	whradjbmi	Sex-combined
12827_37	positive	whradjbmi	Sex-combined
13534_20	positive	whradjbmi	Sex-combined
18375_28	negative	whradjbmi	Sex-combined
9075_121	positive	whradjbmi	Sex-combined
11160_56	positive	whradjbmi	Sex-combined
11416_23	positive	whradjbmi	Sex-combined
11572_4	positive	whradjbmi	Sex-combined
9937_7	positive	whradjbmi	Sex-combined
3867_49	positive	whradjbmi	Sex-combined
6103_70	positive	whradjbmi	Sex-combined
2441_2	positive	whradjbmi	Sex-combined
10600_24	negative	whradjbmi	Sex-combined
14120_2	positive	whradjbmi	Sex-combined
6506_54	negative	whradjbmi	Sex-combined
12628_31	positive	whradjbmi	Sex-combined
12597_68	positive	whradjbmi	Sex-combined
9816_37	positive	whradjbmi	Sex-combined
12504_26	positive	whradjbmi	Sex-combined
17325_10	positive	whradjbmi	Sex-combined
2579_17	positive	whradjbmi	Sex-combined
13130_150	positive	whradjbmi	Sex-combined
4533_76	positive	whradjbmi	Sex-combined
9092_33	positive	whradjbmi	Sex-combined
18883_4	positive	whradjbmi	Sex-combined
7231_37	positive	whradjbmi	Sex-combined
7147_35	positive	whradjbmi	Sex-combined
4324_33	positive	whradjbmi	Sex-combined
10827_67	positive	whradjbmi	Sex-combined
15692_300	positive	whradjbmi	Sex-combined
13491_40	positive	whradjbmi	Sex-combined
5659_11	positive	whradjbmi	Sex-combined
12457_10	positive	whradjbmi	Sex-combined
13485_20	positive	whradjbmi	Sex-combined
17210_2	positive	whradjbmi	Sex-combined
17820_170	positive	whradjbmi	Sex-combined
9297_12	positive	whradjbmi	Sex-combined
12361_102	positive	whradjbmi	Sex-combined
8905_20	positive	whradjbmi	Sex-combined
11258_41	positive	whradjbmi	Sex-combined
17837_5	positive	whradjbmi	Sex-combined
9713_67	negative	whradjbmi	Sex-combined
7926_13	positive	whradjbmi	Sex-combined
5114_65	positive	whradjbmi	Sex-combined
4468_21	positive	whradjbmi	Sex-combined
19222_124	positive	whradjbmi	Sex-combined
17777_31	positive	whradjbmi	Sex-combined
6915_2	positive	whradjbmi	Sex-combined
12772_8	positive	whradjbmi	Sex-combined
13681_173	positive	whradjbmi	Sex-combined
4123_60	positive	whradjbmi	Sex-combined
9767_22	positive	whradjbmi	Sex-combined
11436_6	positive	whradjbmi	Sex-combined
10430_31	positive	whradjbmi	Sex-combined
11164_7	positive	whradjbmi	Sex-combined
12667_2	positive	whradjbmi	Sex-combined
12560_9	positive	whradjbmi	Sex-combined
8098_37	positive	whradjbmi	Sex-combined
6991_24	positive	whradjbmi	Sex-combined
15370_5	positive	whradjbmi	Sex-combined
4996_66	positive	whradjbmi	Sex-combined
10510_62	positive	whradjbmi	Sex-combined
10014_31	positive	whradjbmi	Sex-combined
11307_33	positive	whradjbmi	Sex-combined
10085_25	positive	whradjbmi	Sex-combined
15318_75	positive	whradjbmi	Sex-combined
8858_21	positive	whradjbmi	Sex-combined
12528_40	positive	whradjbmi	Sex-combined
17404_5	positive	whradjbmi	Sex-combined
10391_1	negative	whradjbmi	Sex-combined
16825_20	positive	whradjbmi	Sex-combined
3082_9	positive	whradjbmi	Sex-combined
12415_122	positive	whradjbmi	Sex-combined
12734_112	positive	whradjbmi	Sex-combined
16792_4	negative	whradjbmi	Sex-combined
10435_2	positive	whradjbmi	Sex-combined
10761_5	positive	whradjbmi	Sex-combined
7208_60	positive	whradjbmi	Sex-combined
14090_23	positive	whradjbmi	Sex-combined
9842_2	positive	whradjbmi	Sex-combined
4271_75	negative	whradjbmi	Sex-combined
3054_3	negative	whradjbmi	Sex-combined
13621_31	positive	whradjbmi	Sex-combined
7185_29	positive	whradjbmi	Sex-combined
12511_83	positive	whradjbmi	Sex-combined
8768_4	positive	whradjbmi	Sex-combined
12687_2	positive	whradjbmi	Sex-combined
6900_30	positive	whradjbmi	Sex-combined
14139_16	positive	whradjbmi	Sex-combined
18831_6	negative	whradjbmi	Sex-combined
12548_75	positive	whradjbmi	Sex-combined
3710_49	positive	whradjbmi	Sex-combined
2875_15	positive	whradjbmi	Sex-combined
8222_49	positive	whradjbmi	Sex-combined
8285_64	positive	whradjbmi	Sex-combined
4878_3	positive	whradjbmi	Sex-combined
19615_213	positive	whradjbmi	Sex-combined
4130_71	positive	whradjbmi	Sex-combined
9568_289	positive	whradjbmi	Sex-combined
12786_61	positive	whradjbmi	Sex-combined
3466_8	positive	whradjbmi	Sex-combined
19119_10	positive	whradjbmi	Sex-combined
4566_24	positive	whradjbmi	Sex-combined
6455_52	positive	whradjbmi	Sex-combined
6551_94	positive	whradjbmi	Sex-combined
15574_37	positive	whradjbmi	Sex-combined
12630_8	negative	whradjbmi	Sex-combined
17377_1	positive	whradjbmi	Sex-combined
15413_3	positive	whradjbmi	Sex-combined
3336_50	positive	whradjbmi	Sex-combined
14597_5	positive	whradjbmi	Sex-combined
19590_46	positive	whradjbmi	Sex-combined
6594_64	positive	whradjbmi	Sex-combined
4971_1	positive	whradjbmi	Sex-combined
2500_2	positive	whradjbmi	Sex-combined
12777_11	positive	whradjbmi	Sex-combined
11162_37	positive	whradjbmi	Sex-combined
19293_6	positive	whradjbmi	Sex-combined
5364_7	positive	whradjbmi	Sex-combined
4959_2	positive	whradjbmi	Sex-combined
8807_13	positive	whradjbmi	Sex-combined
3858_5	positive	whradjbmi	Sex-combined
11277_23	positive	whradjbmi	Sex-combined
9360_33	positive	whradjbmi	Sex-combined
10030_8	positive	whradjbmi	Sex-combined
6408_2	positive	whradjbmi	Sex-combined
4187_49	positive	whradjbmi	Sex-combined
3817_18	positive	whradjbmi	Sex-combined
11144_10	positive	whradjbmi	Sex-combined
8352_26	positive	whradjbmi	Sex-combined
5109_24	positive	whradjbmi	Sex-combined
17800_33	positive	whradjbmi	Sex-combined
12573_80	positive	whradjbmi	Sex-combined
10953_14	positive	whradjbmi	Sex-combined
16292_288	positive	whradjbmi	Sex-combined
9828_86	positive	whradjbmi	Sex-combined
9565_6	positive	whradjbmi	Sex-combined
12034_28	positive	whradjbmi	Sex-combined
11468_15	positive	whradjbmi	Sex-combined
9233_71	negative	whradjbmi	Sex-combined
4719_58	positive	whradjbmi	Sex-combined
19166_15	positive	whradjbmi	Sex-combined
5001_6	positive	whradjbmi	Sex-combined
7859_21	positive	whradjbmi	Sex-combined
19296_51	positive	whradjbmi	Sex-combined
7766_25	positive	whradjbmi	Sex-combined
11311_79	positive	whradjbmi	Sex-combined
17783_9	positive	whradjbmi	Sex-combined
10438_19	positive	whradjbmi	Sex-combined
5754_76	positive	whradjbmi	Sex-combined
3220_40	positive	whradjbmi	Sex-combined
12895_28	positive	whradjbmi	Sex-combined
9574_11	positive	whradjbmi	Sex-combined
10054_3	positive	whradjbmi	Sex-combined
8336_267	positive	whradjbmi	Sex-combined
18205_123	positive	whradjbmi	Sex-combined
15506_34	positive	whradjbmi	Sex-combined
7792_58	positive	whradjbmi	Sex-combined
3049_61	positive	whradjbmi	Sex-combined
13979_3	positive	whradjbmi	Sex-combined
12855_16	positive	whradjbmi	Sex-combined
6545_58	positive	whradjbmi	Sex-combined
8888_33	positive	whradjbmi	Sex-combined
15372_43	positive	whradjbmi	Sex-combined
6480_1	positive	whradjbmi	Sex-combined
2704_74	positive	whradjbmi	Sex-combined
7225_51	positive	whradjbmi	Sex-combined
13629_25	positive	whradjbmi	Sex-combined
9409_11	negative	whradjbmi	Sex-combined
6599_5	positive	whradjbmi	Sex-combined
8094_20	positive	whradjbmi	Sex-combined
18311_44	positive	whradjbmi	Sex-combined
7016_12	positive	whradjbmi	Sex-combined
13405_61	positive	whradjbmi	Sex-combined
13434_172	negative	whradjbmi	Sex-combined
12970_35	positive	whradjbmi	Sex-combined
13507_51	positive	whradjbmi	Sex-combined
13119_26	positive	whradjbmi	Sex-combined
7897_75	positive	whradjbmi	Sex-combined
18875_125	positive	whradjbmi	Sex-combined
5643_2	positive	whradjbmi	Sex-combined
19259_176	positive	whradjbmi	Sex-combined
12849_25	positive	whradjbmi	Sex-combined
7930_3	positive	whradjbmi	Sex-combined
8358_30	positive	whradjbmi	Sex-combined
2211_9	negative	whradjbmi	Sex-combined
8476_11	negative	whradjbmi	Sex-combined
7871_16	negative	whradjbmi	Sex-combined
14156_33	positive	whradjbmi	Sex-combined
12799_65	positive	whradjbmi	Sex-combined
12790_10	positive	whradjbmi	Sex-combined
4984_83	positive	whradjbmi	Sex-combined
10781_19	positive	whradjbmi	Sex-combined
12459_13	positive	whradjbmi	Sex-combined
5737_61	positive	whradjbmi	Sex-combined
12399_194	positive	whradjbmi	Sex-combined
17419_17	positive	whradjbmi	Sex-combined
11248_43	positive	whradjbmi	Sex-combined
19174_141	positive	whradjbmi	Sex-combined
13073_14	positive	whradjbmi	Sex-combined
11456_2	positive	whradjbmi	Sex-combined
14227_21	negative	whradjbmi	Sex-combined
17724_3	positive	whradjbmi	Sex-combined
18943_4	positive	whradjbmi	Sex-combined
12717_65	positive	whradjbmi	Sex-combined
2972_57	positive	whradjbmi	Sex-combined
3827_22	positive	whradjbmi	Sex-combined
10672_75	positive	whradjbmi	Sex-combined
8389_8	positive	whradjbmi	Sex-combined
10514_5	positive	whradjbmi	Sex-combined
5476_66	positive	whradjbmi	Sex-combined
13948_50	positive	whradjbmi	Sex-combined
10695_12	positive	whradjbmi	Sex-combined
13577_25	positive	whradjbmi	Sex-combined
3324_51	positive	whradjbmi	Sex-combined
5822_22	positive	whradjbmi	Sex-combined
3808_76	positive	whradjbmi	Sex-combined
12832_10	positive	whradjbmi	Sex-combined
9779_63	positive	whradjbmi	Sex-combined
18276_34	positive	whradjbmi	Sex-combined
7948_129	positive	whradjbmi	Sex-combined
3810_50	positive	whradjbmi	Sex-combined
12775_6	positive	whradjbmi	Sex-combined
2773_50	positive	whradjbmi	Sex-combined
13955_33	positive	whradjbmi	Sex-combined
17495_141	positive	whradjbmi	Sex-combined
12518_289	positive	whradjbmi	Sex-combined
4842_62	negative	whradjbmi	Sex-combined
18160_2	positive	whradjbmi	Sex-combined
10889_2	positive	whradjbmi	Sex-combined
9869_28	positive	whradjbmi	Sex-combined
14122_132	positive	whradjbmi	Sex-combined
9474_22	positive	whradjbmi	Sex-combined
7753_21	positive	whradjbmi	Sex-combined
10036_201	positive	whradjbmi	Sex-combined
18909_11	positive	whradjbmi	Sex-combined
4342_10	positive	whradjbmi	Sex-combined
11360_39	positive	whradjbmi	Sex-combined
19148_58	positive	whradjbmi	Sex-combined
5098_79	positive	whradjbmi	Sex-combined
10880_38	positive	whradjbmi	Sex-combined
2879_9	negative	whradjbmi	Sex-combined
5124_69	negative	whradjbmi	Sex-combined
8759_29	negative	whradjbmi	Sex-combined
5355_69	positive	whradjbmi	Sex-combined
15562_24	positive	whradjbmi	Sex-combined
2622_18	positive	whradjbmi	Sex-combined
8309_12	positive	whradjbmi	Sex-combined
19572_10	positive	whradjbmi	Sex-combined
7923_41	positive	whradjbmi	Sex-combined
15644_1	positive	whradjbmi	Sex-combined
8850_5	positive	whradjbmi	Sex-combined
13950_9	positive	whradjbmi	Sex-combined
9127_4	positive	whradjbmi	Sex-combined
11168_3	positive	whradjbmi	Sex-combined
11312_40	positive	whradjbmi	Sex-combined
4763_31	positive	whradjbmi	Sex-combined
9237_54	negative	whradjbmi	Sex-combined
13553_4	positive	whradjbmi	Sex-combined
10710_23	positive	whradjbmi	Sex-combined
7046_6	negative	whradjbmi	Sex-combined
3066_12	negative	whradjbmi	Sex-combined
4545_53	positive	whradjbmi	Sex-combined
5615_62	positive	whradjbmi	Sex-combined
4355_13	positive	whradjbmi	Sex-combined
6604_59	positive	whradjbmi	Sex-combined
3470_1	positive	whradjbmi	Sex-combined
10074_128	positive	whradjbmi	Sex-combined
13929_27	positive	whradjbmi	Sex-combined
14332_3	positive	whradjbmi	Sex-combined
4261_55	positive	whradjbmi	Sex-combined
19134_66	positive	whradjbmi	Sex-combined
2614_28	positive	whradjbmi	Sex-combined
5223_59	positive	whradjbmi	Sex-combined
14246_50	positive	whradjbmi	Sex-combined
7206_20	positive	whradjbmi	Sex-combined
5837_49	positive	whradjbmi	Sex-combined
5638_23	positive	whradjbmi	Sex-combined
9895_77	positive	whradjbmi	Sex-combined
18277_28	positive	whradjbmi	Sex-combined
9045_3	positive	whradjbmi	Sex-combined
13604_27	positive	whradjbmi	Sex-combined
3072_4	positive	whradjbmi	Sex-combined
12627_97	positive	whradjbmi	Sex-combined
9974_8	positive	whradjbmi	Sex-combined
12538_19	positive	whradjbmi	Sex-combined
12735_39	positive	whradjbmi	Sex-combined
19496_1	positive	whradjbmi	Sex-combined
2967_8	negative	whradjbmi	Sex-combined
2809_25	positive	whradjbmi	Sex-combined
17205_21	positive	whradjbmi	Sex-combined
9832_33	positive	whradjbmi	Sex-combined
17828_3	positive	whradjbmi	Sex-combined
9017_58	positive	whradjbmi	Sex-combined
10588_39	positive	whradjbmi	Sex-combined
13377_3	positive	whradjbmi	Sex-combined
6907_17	positive	whradjbmi	Sex-combined
6123_69	positive	whradjbmi	Sex-combined
5275_28	positive	whradjbmi	Sex-combined
8427_118	positive	whradjbmi	Sex-combined
12478_15	positive	whradjbmi	Sex-combined
3413_50	positive	whradjbmi	Sex-combined
5757_45	positive	whradjbmi	Sex-combined
14655_1	positive	whradjbmi	Sex-combined
9526_3	negative	whradjbmi	Sex-combined
19125_26	positive	whradjbmi	Sex-combined
2837_3	negative	whradjbmi	Sex-combined
13089_6	positive	whradjbmi	Sex-combined
2950_57	positive	whradjbmi	Sex-combined
8946_38	positive	whradjbmi	Sex-combined
6458_6	positive	whradjbmi	Sex-combined
12341_8	positive	whradjbmi	Sex-combined
9094_5	negative	whradjbmi	Sex-combined
15530_33	negative	whradjbmi	Sex-combined
3059_50	positive	whradjbmi	Sex-combined
15615_8	positive	whradjbmi	Sex-combined
16907_3	negative	whradjbmi	Sex-combined
15336_7	negative	whradjbmi	Sex-combined
13512_28	positive	whradjbmi	Sex-combined
3213_65	positive	whradjbmi	Sex-combined
11239_49	positive	whradjbmi	Sex-combined
17137_160	positive	whradjbmi	Sex-combined
7849_3	positive	whradjbmi	Sex-combined
5636_10	negative	whradjbmi	Sex-combined
17806_6	positive	whradjbmi	Sex-combined
17466_72	positive	whradjbmi	Sex-combined
13078_3	positive	whradjbmi	Sex-combined
13450_49	positive	whradjbmi	Sex-combined
10700_10	positive	whradjbmi	Sex-combined
9561_21	positive	whradjbmi	Sex-combined
19376_74	negative	whradjbmi	Sex-combined
13639_101	positive	whradjbmi	Sex-combined
12652_37	positive	whradjbmi	Sex-combined
17787_1	positive	whradjbmi	Sex-combined
8664_36	positive	whradjbmi	Sex-combined
3004_67	positive	whradjbmi	Sex-combined
19636_23	negative	whradjbmi	Sex-combined
11444_49	positive	whradjbmi	Sex-combined
5201_50	positive	whradjbmi	Sex-combined
12510_3	positive	whradjbmi	Sex-combined
15460_9	positive	whradjbmi	Sex-combined
3302_58	positive	whradjbmi	Sex-combined
11402_17	positive	whradjbmi	Sex-combined
12366_16	positive	whradjbmi	Sex-combined
17346_61	positive	whradjbmi	Sex-combined
4306_4	positive	whradjbmi	Sex-combined
6493_9	positive	whradjbmi	Sex-combined
18264_12	positive	whradjbmi	Sex-combined
3348_49	positive	whradjbmi	Sex-combined
13612_7	positive	whradjbmi	Sex-combined
11149_3	positive	whradjbmi	Sex-combined
10955_4	positive	whradjbmi	Sex-combined
12676_1	positive	whradjbmi	Sex-combined
12350_86	positive	whradjbmi	Sex-combined
11615_16	positive	whradjbmi	Sex-combined
8446_4	positive	whradjbmi	Sex-combined
9759_13	positive	whradjbmi	Sex-combined
10058_1	positive	whradjbmi	Sex-combined
17758_79	positive	whradjbmi	Sex-combined
11231_12	positive	whradjbmi	Sex-combined
19209_6	positive	whradjbmi	Sex-combined
5400_52	negative	whradjbmi	Sex-combined
8086_49	positive	whradjbmi	Sex-combined
12704_26	positive	whradjbmi	Sex-combined
13375_48	positive	whradjbmi	Sex-combined
11571_75	positive	whradjbmi	Sex-combined
8878_48	positive	whradjbmi	Sex-combined
7228_2	negative	whradjbmi	Sex-combined
14029_42	positive	whradjbmi	Sex-combined
13496_19	positive	whradjbmi	Sex-combined
5534_49	positive	whradjbmi	Sex-combined
6064_4	positive	whradjbmi	Sex-combined
2993_1	positive	whradjbmi	Sex-combined
4547_59	positive	whradjbmi	Sex-combined
4811_33	negative	whradjbmi	Sex-combined
8998_15	positive	whradjbmi	Sex-combined
8991_115	positive	whradjbmi	Sex-combined
8106_15	positive	whradjbmi	Sex-combined
5459_33	positive	whradjbmi	Sex-combined
5903_91	positive	whradjbmi	Sex-combined
4212_5	positive	whradjbmi	Sex-combined
19570_12	positive	whradjbmi	Sex-combined
7878_2	positive	whradjbmi	Sex-combined
12665_16	positive	whradjbmi	Sex-combined
11241_8	positive	whradjbmi	Sex-combined
9843_5	positive	whradjbmi	Sex-combined
3038_9	positive	whradjbmi	Sex-combined
12697_30	positive	whradjbmi	Sex-combined
16049_43	positive	whradjbmi	Sex-combined
17343_6	positive	whradjbmi	Sex-combined
6442_6	positive	whradjbmi	Sex-combined
8818_13	positive	whradjbmi	Sex-combined
7262_191	positive	whradjbmi	Sex-combined
16612_28	positive	whradjbmi	Sex-combined
2666_53	positive	whradjbmi	Sex-combined
8014_359	negative	whradjbmi	Sex-combined
15527_90	negative	whradjbmi	Sex-combined
6626_81	positive	whradjbmi	Sex-combined
15412_40	positive	whradjbmi	Sex-combined
7769_29	positive	whradjbmi	Sex-combined
19578_19	positive	whradjbmi	Sex-combined
12536_46	positive	whradjbmi	Sex-combined
12428_2	positive	whradjbmi	Sex-combined
16877_19	positive	whradjbmi	Sex-combined
7918_114	positive	whradjbmi	Sex-combined
14132_21	positive	whradjbmi	Sex-combined
17510_7	positive	whradjbmi	Sex-combined
8380_244	positive	whradjbmi	Sex-combined
12830_4	positive	whradjbmi	Sex-combined
9789_52	positive	whradjbmi	Sex-combined
17435_43	positive	whradjbmi	Sex-combined
8951_162	positive	whradjbmi	Sex-combined
4909_68	positive	whradjbmi	Sex-combined
6410_26	positive	whradjbmi	Sex-combined
5017_19	positive	whradjbmi	Sex-combined
9204_33	negative	whradjbmi	Sex-combined
11538_216	positive	whradjbmi	Sex-combined
9877_28	positive	whradjbmi	Sex-combined
12668_7	positive	whradjbmi	Sex-combined
2843_13	positive	whradjbmi	Sex-combined
